Class	DocDB Family ID	Serial no.	Title	Publication date
negative	35782909	CN1980655A	Lipase inhibitor	2007-06-13
negative	35782909	CN1980655B	Lipase inhibitor	2011-02-02
negative	35782909	EP1772148A1	LIPASE INHIBITORS	2007-04-11
negative	35782909	EP1772148A4	LIPASE INHIBITORS	2010-02-24
negative	35782909	EP1772148B1	LIPASE INHIBITORS	2017-09-13
negative	35782909	ES2641759T3	Lipase inhibitors	2017-11-13
negative	35782909	HK1103643A1	LIPASE INHIBITOR	2011-09-09
negative	35782909	JP5009619B2	Lipase inhibiter	2012-08-22
negative	35782909	JPWO2006004110A1	Lipase inhibiter	2008-04-24
negative	35782909	KR20070045221A	LIPASE INHIBITOR	2007-05-02
negative	35782909	TW200604190A	Lipase inhibitor	2006-02-01
negative	35782909	US20080207747A1	Food, beverages; flavan-3 -ol compound	2008-08-28
negative	35782909	US7939559B2	Food, beverages; flavan-3 -ol compound	2011-05-10
negative	35782909	WO2006004110A1	LIPASE INHIBITOR	2006-01-12
negative	35782913	CN1980654A	Lipase inhibitors	2007-06-13
negative	35782913	EP1767204A1	LIPASE INHIBITORS	2007-03-28
negative	35782913	EP1767204A4	LIPASE INHIBITORS	2010-12-01
negative	35782913	EP1767204B1	LIPASE INHIBITORS	2017-02-01
negative	35782913	ES2614410T3	Lipase inhibitors	2017-05-31
negative	35782913	JP2012072164A	LIPASE INHIBITOR	2012-04-12
negative	35782913	JP5159108B2	Lipase inhibiter	2013-03-06
negative	35782913	JP5498471B2	Lipase inhibiter	2014-05-21
negative	35782913	JPWO2006004114A1	Lipase inhibiter	2008-04-24
negative	35782913	KR101234392B1	LIPASE INHIBITOR	2013-02-18
negative	35782913	KR101296418B1	LIPASE INHIBITOR CONTAINING THEASINENSINS	2013-08-13
negative	35782913	KR101296420B1	LIPASE INHIBITOR CONTAINING ASSAMICAINS	2013-08-13
negative	35782913	KR20070031430A	LIPASE INHIBITOR	2007-03-19
negative	35782913	KR20120118077A	LIPASE INHIBITOR CONTAINING ASSAMICAINS	2012-10-25
negative	35782913	KR20120118078A	LIPASE INHIBITOR CONTAINING THEASINENSINS	2012-10-25
negative	35782913	SG10201403828PA	LIPASE INHIBITORS	2014-10-30
negative	35782913	TW200605799A	Lipase inhibitor	2006-02-16
negative	35782913	US20080317821A1	Lipase Inhibitors	2008-12-25
negative	35782913	US8668921B2	Lipase inhibitors	2014-03-11
negative	35782913	WO2006004114A1	LIPASE INHIBITOR	2006-01-12
negative	35782913	WO2006004114A9	LIPASE INHIBITOR	2006-05-11
negative	35795543	JP2006022003A	DFA-CONTAINING ABSORPTION ACCELERATOR FOR HARDLY ABSORBABLE AND WATER-SOLUBLE PHYSIOLOGICALLY ACTIVE SUBSTANCE	2006-01-26
negative	35795543	JP4871497B2	DFA content difficult absorption water soluble bioactive substance absorption accelerator.	2012-02-08
negative	35839552	AU2005101072A4	No evaporation process to produce gum based fruit snacks	2007-04-19
negative	35839552	AU2005272159A1	No evaporation process to produce gum based fruit snacks	2006-02-16
negative	35839552	CA2571161A1	NO EVAPORATION PROCESS TO PRODUCE GUM BASED FRUIT SNACKS	2006-02-16
negative	35839552	CN100548146C	For manufacturing rubber base fruit snack food without evaporation technology	2009-10-14
negative	35839552	CN1997288A	For manufacturing rubber base fruit snack food without evaporation technology	2007-07-11
negative	35839552	HK1106985A1	NO EVAPORATION PROCESS TO PRODUCE GUM BASED FRUIT SNACKS	2010-04-23
negative	35839552	TR200402809A1	Sakız bazlı meyve çerezlerinin üretilmesi için buharlaşmasız işlem	2006-02-21
negative	35839552	US20080199571A1	No Evaporation Process to Produce Gum Based Fruit Snacks	2008-08-21
negative	35839552	US20120183673A1	No Evaporation Process to Produce Gum Based Fruit Snacks	2012-07-19
negative	35839552	US8158182B2	No evaporation process to produce gum based fruit snacks	2012-04-17
negative	35839552	US8435589B2	No evaporation process to produce gum based fruit snacks	2013-05-07
negative	35839552	WO2006016897A1	NO EVAPORATION PROCESS TO PRODUCE GUM BASED FRUIT SNACKS	2006-02-16
negative	35871185	AR056081A1	COMPOSICION QUE ES POSIBLE DE DISPERSAR EN AGUA Y METODO PARA PREPARARLA	2007-09-19
negative	35871185	AU2006298842A1	Water dispersible composition and method for preparing same	2007-04-12
negative	35871185	AU2006298842B2	Water dispersible composition and method for preparing same	2012-05-10
negative	35871185	BRPI0616326A2	composiÇço dispersÍvel em Água e mÉtodo para preparar a mesma	2011-06-14
negative	35871185	CA2623261A1	WATER DISPERSIBLE COMPOSITION AND METHOD FOR PREPARING SAME	2007-04-12
negative	35871185	CN101282656A	Water dispersible composition and preparation method thereof	2008-10-08
negative	35871185	CN104473178A	Water dispersible composition and preparation method thereof	2015-04-01
negative	35871185	EP1983847A1	WATER DISPERSIBLE COMPOSITION AND METHOD FOR PREPARING SAME	2008-10-29
negative	35871185	JP2009508508A	Water detachable composition and its manufacturing method 	2009-03-05
negative	35871185	JP4891325B2	Being preparation process of the primary	2012-03-07
negative	35871185	MX2008003803A	COMPOSICION QUE ES POSIBLE DE DISPERSAR EN AGUA Y METODO PARA PREPARARLA	2008-05-29
negative	35871185	MX314897B	COMPOSICION QUE ES POSIBLE DE DISPERSAR EN AGUA Y METODO PARA PREPARARLA	2013-11-01
negative	35871185	MY147363A	WATER DISPERSIBLE COMPOSITION AND METHOD FOR PREPARING SAME	2012-11-30
negative	35871185	PH12008500715B1	Water dispersible composition and method for preparing same	2014-06-20
negative	35871185	RU2008115443A	The water-dispersible COMPOSITION AND METHOD FOR ITS PREPARATION	2009-10-27
negative	35871185	SG140992A1	Water dispersible composition and method for preparing same	2008-04-28
negative	35871185	TW200740381A	Water dispersible composition and method for preparing same	2007-11-01
negative	35871185	US20080254153A1	Water extractible bioactive components of exclusively fruit or vegetable or plant origin; skin antiaging; immunostimulant, preventing or treating cardiovascular diseases or disorders or cancers or diabetes 	2008-10-16
negative	35871185	US20150366927A1	WATER DISPERSIBLE COMPOSITION AND METHOD FOR PREPARING SAME	2015-12-24
negative	35871185	WO2007039452A1	WATER DISPERSIBLE COMPOSITION AND METHOD FOR PREPARING SAME	2007-04-12
negative	36013328	AT520396T	ISOFLAVON-NANOTEILCHEN UND IHRE VERWENDUNG	2011-09-15
negative	36013328	BRPI0612848A2	composição de nanopartìculas de isoflavona, processo para a produção da mesma e seu uso, composição farmacêutica, composição cosmética, e produto nutricional	2010-11-30
negative	36013328	BRPI0612848A8	manopartículas de isoflavona e usos das mesmas	2017-12-26
negative	36013328	CN101212964A	Isoflavone nanometre particle and use thereof	2008-07-02
negative	36013328	EP1904053A1	ISOFLAVONE NANOPARTICLES AND USE THEREOF	2008-04-02
negative	36013328	EP1904053B1	ISOFLAVONE NANOPARTICLES AND USE THEREOF	2011-08-17
negative	36013328	ES2369928T3	Isoflavone nanoparticles and their use.	2011-12-09
negative	36013328	JP2008544963A	And its use isoflavone nanoparticle	2008-12-11
negative	36013328	JP5134535B2	Isoflavone nanoparticle and its use	2013-01-30
negative	36013328	KR101242851B1	ISOFLAVONE NANOPARTICLES AND USE THEREOF	2013-03-12
negative	36013328	KR20080020643A	ISOFLAVONE NANOPARTICLES AND USE THEREOF	2008-03-05
negative	36013328	US20090035336A1	ISOFLAVONE NANOPARTICLES AND USE THEREOF	2009-02-05
negative	36013328	US8951560B2	Isoflavone nanoparticles and use thereof	2015-02-10
negative	36013328	WO2007000193A1	ISOFLAVONE NANOPARTICLES AND USE THEREOF	2007-01-04
negative	36013328	WO2007000193A9	ISOFLAVONE NANOPARTICLES AND USE THEREOF	2007-12-13
negative	36024119	JP2006045121A	ANTIBACTERIAL COMPOSITION	2006-02-16
negative	36024119	JP4798973B2	The constituent anti-bacterial	2011-10-19
negative	36024128	JP2006045130A	HEPATOPATHY INHIBITOR, FOOD AND DRINK CONTAINING THE HEPATOPATHY INHIBITOR, AND FODDER CONTAINING THE SAME	2006-02-16
negative	36024128	JP4217769B2	Liver failure inhibitor, food and drink and feed containing the liver failure inhibitor	2009-02-04
negative	36024184	JP2006045191A	INFLAMMATION-PREVENTING, ANTIINFLAMMATORY AGENT, MEDICINE, FOOD, DRINK AND FRAGRANCE	2006-02-16
negative	36029890	JP2006052191A	Therapeutic compositions diabetes prevention, or amelioration,	2006-02-23
negative	36071993	AT548921T	SCHOKOLADE FÜR AN LICHT AUSZUSETZENDE LEBENSMITTEL	2012-03-15
negative	36071993	EP1683426A1	Chocolate for food to be exposed to light	2006-07-26
negative	36071993	EP1683426B1	Chocolate for food to be exposed to light	2012-03-14
negative	36071993	JP2006197830A	CHOCOLATE FOR LIGHT-EXPOSURE FOOD	2006-08-03
negative	36071993	US20060159830A1	Chocolate for food to be exposed to light	2006-07-20
negative	36104590	JP2006056816A	FAT-SOLUBLE VITAMINS-CONTAINING PRE-EMULSION	2006-03-02
negative	36129945	EP1848399A1	A COMPRESSED CHEWING GUM TABLE	2007-10-31
negative	36129945	US20080131379A1	Brush-like properties; whitening agent, fresh-breath agent, anti-plaque agent, anti-gingivitis agent, and re-mineralization agent 	2008-06-05
negative	36129945	US8496913B2	Brush-like properties; whitening agent, fresh-breath agent, anti-plaque agent, anti-gingivitis agent, and re-mineralization agent 	2013-07-30
negative	36129945	WO2006079343A1	A COMPRESSED CHEWING GUM TABLE	2006-08-03
negative	36161908	JP2006083105A	AMELIORANT FOR BLOOD FLUIDITY AND FOOD AND BEVERAGE	2006-03-30
negative	36178378	AT322253T	KAUGUMMI-ZUSAMMENSETZUNG ZUR BESEITIGUNG VON NIKOTIN, ENTHALTEND PLANZENEXTRAKTEN	2006-04-15
negative	36178378	AU2002326173A1	CHEWING GUM COMPOSITION FOR ELIMINATING NICOTINE	2003-07-24
negative	36178378	CN1191018C	It is used for eliminating the nicotine chewing gum component	2005-03-02
negative	36178378	CN1401257A	It is used for eliminating the nicotine chewing gum component	2003-03-12
negative	36178378	EP1327441A1	Chewing gum composition for eliminating nicotine, containing plant extracts and polyphenols such as catechin or quercetin	2003-07-16
negative	36178378	EP1327441B1	Chewing gum composition for eliminating nicotine, containing plant extracts	2006-04-05
negative	36178378	ES2261567T3	Gum composition containing plant extracts to remove nicotine.	2006-11-16
negative	36178378	JP2003212759A	NICOTINE-REMOVING GUM COMPOSITION	2003-07-30
negative	36178378	KR100352030B1	GUM COMPOSITION FOR REMOVING NICOTINE	2002-08-27
negative	36178378	US20030129145A1	Aftersmoking; converting nicotine to cotinine; discharing in urine	2003-07-10
negative	36178378	US6958143B2	Chewing gum composition for effectively eliminating nicotine accumulated in a human body	2005-10-25
negative	36178378	WO2003056931A1	CHEWING GUM COMPOSITION FOR ELIMINATING NICOTINE	2003-07-17
negative	36206471	US20060088610A1	free of anthocyanins and proanthocyanidins; treatment of inflammatory disorders, particularly irritation of the urinary tract due to both bacterial and non-bacterial causes	2006-04-27
negative	36206471	US20070292539A1	Anti-inflammatory cranberry flavonol extract preparations	2007-12-20
negative	36206471	US20110195138A1	Anti-inflammatory cranberry flavonol extract preparations	2011-08-11
negative	36206471	US7270837B2	free of anthocyanins and proanthocyanidins; treatment of inflammatory disorders, particularly irritation of the urinary tract due to both bacterial and non-bacterial causes	2007-09-18
negative	36235223	JP2006094825A	TEA LEAF HIGHLY CONTAINING CATECHIN-TYPE CATECHIN	2006-04-13
negative	36236885	JP2006096740A	SPATIAL PERCEPTION FUNCTION-IMPROVING AGENT	2006-04-13
negative	36319258	CN101072815A	Polymeric polphenol extracted for fermented tea, therapeutic agent for mitochondrial disease, preventive/therapeutic agent for diabetes mellitus, and food or beverage	2007-11-14
negative	36319258	GB0708115D0	Polymeric polphenolextracted for fermented tea,therapeutic agent for mitochondrial disease,preventive/therapeutic agent for diabetes mellitus and food/beverag	2007-06-06
negative	36319258	GB2435166A	Polymeric polphenol extracted for fermented tea,therapeutic agent for mitochondrial disease,preventive/therapeutic agent for diabetes mellitus,and food or bev	2007-08-15
negative	36319258	GB2435166B	High molecular weight polphenols extracted from fermented tea and a method of manufacturing a medicament for the prevention and treatment of diabetes	2009-07-08
negative	36319258	JP5439644B2	Amount working out the butanol leached moiety where ethyl acetate it selects the blood glucose value rise restrainer and the mitochondria	2014-03-12
negative	36319258	JPWO2006049258A1	Polymeric polyphenols that are extracted from fermented tea, mitochondrial disease therapeutic agents, diabetes prevention and therapeutic agents, as well as food and drink	2008-08-07
negative	36319258	US20090047368A1	Polymeric polyphenol extracted from fermented tea, therapeutic agent for mitochondrial disease, preventive/therapeutic agent for diabetes mellitus, and food or beverage	2009-02-19
negative	36319258	WO2006049258A1	POLYMERIC POLYPHENOL EXTRACTED FROM FERMENTED TEA, THERAPEUTIC AGENT FOR MITOCHONDRIAL DISEASE, PREVENTIVE/THERAPEUTIC AGENT FOR DIABETES MELLITUS, AND FOOD OR BEVERAGE	2006-05-11
negative	36336645	EP1813156A1	PACKED BEVERAGE FOR LIPID COMBUSTION PROMOTION	2007-08-01
negative	36336645	EP1813156A4	PACKED BEVERAGE FOR LIPID COMBUSTION PROMOTION	2009-01-21
negative	36336645	EP1813156B1	PACKED BEVERAGE FOR LIPID COMBUSTION PROMOTION	2012-08-29
negative	36336645	ES2392175T3	packaged beverage to promote combustion of lipids	2012-12-05
negative	36336645	JP2006158379A	PACKED DRINK FOR PROMOTING BURNING OF LIPID	2006-06-22
negative	36336645	KR20070084129A	PACKED BEVERAGE FOR LIPID COMBUSTION PROMOTION	2007-08-24
negative	36336645	TW200626166A	Packaged beverage for accelerating lipid burning	2006-08-01
negative	36336645	US20090148554A1	Packed Beverage For Lipid Combustion Promotion	2009-06-11
negative	36336645	WO2006051980A1	PACKED BEVERAGE FOR LIPID COMBUSTION PROMOTION	2006-05-18
negative	36374223	JP2006104090A	ANTI-OSTEOPOROSIS COMPOSITION	2006-04-20
negative	36380430	JP2006111617A	COMPOSITION CONTAINING GINKGO LEAF EXTRACT	2006-04-27
negative	36406764	WO2006053379A1	IMPROVED NUTRACEUTICAL COMPOSITION	2006-05-26
negative	36406974	AT526835T	ORALE ZUSAMMENSETZUNG ENTHALTEND DIFRUCTOSEANHYDRID	2011-10-15
negative	36406974	CN101056644A	With two fructose anhydride and the opening combination	2007-10-17
negative	36406974	CN101056644B	With two fructose anhydride and the opening combination	2011-01-19
negative	36406974	EP1825856A1	ORAL COMPOSITION CONTAINING DIFRUCTOSE ANHYDRIDE	2007-08-29
negative	36406974	EP1825856A4	ORAL COMPOSITION CONTAINING DIFRUCTOSE ANHYDRIDE	2008-07-16
negative	36406974	EP1825856B1	ORAL COMPOSITION CONTAINING DIFRUCTOSE ANHYDRIDE	2011-10-05
negative	36406974	HK1107266A1	ORAL COMPOSITION CONTAINING DIFRUCTOSE ANHYDRIDE	2011-04-29
negative	36406974	JP2006143623A	DIFRUCTOSE ANHYDRIDE-CONTAINING ORAL COMPOSITION	2006-06-08
negative	36406974	JP4723849B2	The equol concentration rise medicine in the blood which	2011-07-13
negative	36406974	US20090069269A1	ORAL COMPOSITION CONTAINING DIFRUCTOSE ANHYDRIDE	2009-03-12
negative	36406974	US8530446B2	Oral composition containing difructose anhydride	2013-09-10
negative	36406974	WO2006054429A1	ORAL COMPOSITION CONTAINING DIFRUCTOSE ANHYDRIDE	2006-05-26
negative	36407477	CA2587628A1	PHARMACEUTICAL AND THERAPEUTIC COMPOSITIONS DERIVED FROM GARCINIA MANGOSTANA L PLANT	2006-05-26
negative	36407477	EP1824442A1	PHARMACEUTICAL AND THERAPEUTIC COMPOSITIONS DERIVED FROM GARCINIA MANGOSTANA L PLANT	2007-08-29
negative	36407477	EP1824442A4	PHARMACEUTICAL AND THERAPEUTIC COMPOSITIONS DERIVED FROM GARCINIA MANGOSTANA L PLANT	2009-11-11
negative	36407477	JP2008520585A	Therapeutic agents and compositions that leads from Garcinia Mangosutana L plant	2008-06-19
negative	36407477	MX2007005886A	PHARMACEUTICAL AND THERAPEUTIC COMPOSITIONS DERIVED FROM GARCINIA MANGOSTANA L PLANT.	2008-01-21
negative	36407477	US20060105069A1	Pharmaceutical and therapeutic compositions derived from Garcinia mangostana L plant	2006-05-18
negative	36407477	US20060292255A1	Pharmaceutical and therapeutic compositions derived from Garcinia mangostana L plant	2006-12-28
negative	36407477	WO2006055688A1	PHARMACEUTICAL AND THERAPEUTIC COMPOSITIONS DERIVED FROM GARCINIA MANGOSTANA L PLANT	2006-05-26
negative	36407486	JP2008520750A	Hop   acid anti- diabetes composition 	2008-06-19
negative	36407486	US20090286884A1	Hops Beta-Acid Anti-Diabetic Composition	2009-11-19
negative	36407486	WO2006055985A1	HOPS BETA-ACID ANTI-DIABETIC COMPOSITION	2006-05-26
negative	36535890	JP2006117687A	HEALTH FOOD FOR COMBUSTION OF BODY FAT	2006-05-11
negative	36535890	JP4963528B2	The green tea extract which includes the health food null	2012-06-27
negative	36587816	WO2006064761A1	ADIPONECTIN REGULTOR AND FOODS, DRINKS, FOOD ADITIVES AND DRUGS CONTAINING THE SAME	2006-06-22
negative	36602728	CN101258140A	Benzo (B) cycloprop (D) pyran-2-(1H)-one derivatives	2008-09-03
negative	36602728	EP1871756A1	BENZO (B) CYCLOPROP (D) PYRAN-2-(1H)-ONE DERIVATIVES	2008-01-02
negative	36602728	GB0607703D0	Cyclopropanated coumarin derivatives	2006-05-31
negative	36602728	GB2426516A	Cyclopropanated derivatives of coumarin & their use as a flavour or fragrance	2006-11-29
negative	36602728	JP2008539168A	Benzo (b) cycloprop (d) pyran -2- (1H) - one derivatives	2008-11-13
negative	36602728	US20060251786A1	Cyclopropanated coumarin derivatives	2006-11-09
negative	36602728	WO2006111740A1	BENZO (B) CYCLOPROP (D) PYRAN-2-(1H)-ONE DERIVATIVES	2006-10-26
negative	36603325	CN101466362A	To the skin has anti-aging effect of the oral composition	2009-06-24
negative	36603325	EP2004160A1	ORAL COMPOSITION WITH AN ANTIAGEING EFFECT ON THE SKIN	2008-12-24
negative	36603325	EP2004160B1	ORAL COMPOSITION WITH AN ANTIAGEING EFFECT ON THE SKIN	2012-09-19
